"","kegg_code","scientific_name","common_name"
"3751","pzh","Paracoccus zhejiangensis","Paracoccus zhejiangensis"
"3752","paro","Paracoccus tegillarcae","Paracoccus tegillarcae"
"3753","paru","Paracoccus jeotgali","Paracoccus jeotgali"
"3754","pamn","Paracoccus aminovorans","Paracoccus aminovorans"
"3755","pmut","Paracoccus mutanolyticus","Paracoccus mutanolyticus"
"3756","pars","Paracoccus suum","Paracoccus suum"
"3757","parr","Paracoccus sp. Arc7-R13","Paracoccus sp. Arc7-R13"
"3758","pkd","Paracoccus kondratievae","Paracoccus kondratievae"
"3759","ppan","Paracoccus pantotrophus","Paracoccus pantotrophus"
"3760","plia","Paracoccus liaowanqingii","Paracoccus liaowanqingii"
"3761","psan","Paracoccus sanguinis","Paracoccus sanguinis"
"3762","pmau","Paracoccus marcusii","Paracoccus marcusii"
"3763","ptp","Planktomarina temperata","Planktomarina temperata"
"3764","rsu","Rhodovulum sulfidophilum","Rhodovulum sulfidophilum"
"3765","rhm","Rhodovulum sp. MB263","Rhodovulum sp. MB263"
"3766","rhc","Rhodovulum sp. P5","Rhodovulum sp. P5"
"3767","rmb","Tritonibacter mobilis","Tritonibacter mobilis"
"3768","daa","Frigidibacter mobilis","Frigidibacter mobilis"
"3769","don","Marivivens sp. JLT3646","Marivivens sp. JLT3646"
"3770","thw","Thioclava nitratireducens","Thioclava nitratireducens"
"3771","tec","Thioclava electrotropha","Thioclava electrotropha"
"3772","lvs","Yoonia vestfoldensis","Yoonia vestfoldensis"
"3773","rbg","Rhodobaca barguzinensis","Rhodobaca barguzinensis"
"3774","geh","Gemmobacter aquarius","Gemmobacter aquarius"
"3775","gfu","Gemmobacter fulva","Gemmobacter fulva"
"3776","taw","Tabrizicola piscis","Tabrizicola piscis"
"3777","salo","Silicimonas algicola","Silicimonas algicola"
"3778","sedi","Parasedimentitalea marina","Parasedimentitalea marina"
"3779","hml","Haematobacter massiliensis","Haematobacter massiliensis"
"3780","boo","Boseongicola sp. CCM32","Boseongicola sp. CCM32"
"3781","pseb","Pseudorhodobacter turbinis","Pseudorhodobacter turbinis"
"3782","lit","Qingshengfaniella alkalisoli","Qingshengfaniella alkalisoli"
"3783","ppru","Paroceanicella profunda","Paroceanicella profunda"
"3784","paed","Pseudohalocynthiibacter aestuariivivens","Pseudohalocynthiibacter aestuariivivens"
"3785","mon","Pontibrevibacter nitratireducens","Pontibrevibacter nitratireducens"
"3786","pamo","Profundibacter amoris","Profundibacter amoris"
"3787","pshq","Pseudopuniceibacterium antarcticum","Pseudopuniceibacterium antarcticum"
"3788","poz","Pontivivens ytuae","Pontivivens ytuae"
"3789","palw","Pseudooceanicola algae","Pseudooceanicola algae"
"3790","ppaf","Pelagovum pacificum","Pelagovum pacificum"
"3791","pgv","Polymorphum gilvum","Polymorphum gilvum"
"3792","cact","Cognatishimia activa","Cognatishimia activa"
"3793","rbz","Aestuarium zhoushanense","Aestuarium zhoushanense"
"3794","thas","Pukyongiella litopenaei","Pukyongiella litopenaei"
"3795","hdh","Pikeienuella piscinae","Pikeienuella piscinae"
"3796","cmag","Pacificitalea manganoxidans","Pacificitalea manganoxidans"
"3797","fap","Falsirhodobacter sp. PG104","Falsirhodobacter sp. PG104"
"3798","gce","Gymnodinialimonas ceratoperidinii","Gymnodinialimonas ceratoperidinii"
"3799","nsm","Neotabrizicola shimadae","Neotabrizicola shimadae"
"3800","faq","Rhodobacteraceae bacterium SC52","Rhodobacteraceae bacterium SC52"
"3801","mmr","Maricaulis maris","Maricaulis maris"
"3802","gak","Glycocaulis alkaliphilus","Glycocaulis alkaliphilus"
"3803","hyt","Hyphobacterium sp. CCMP332","Hyphobacterium sp. CCMP332"
"3804","hne","Hyphomonas neptunium","Hyphomonas neptunium"
"3805","hba","Hirschia baltica","Hirschia baltica"
"3806","cbot","Candidatus Viadribacter manganicus","Candidatus Viadribacter manganicus"
"3807","hbc","Hyphomonadaceae bacterium UKL13-1","Hyphomonadaceae bacterium UKL13-1"
"3808","zmo","Zymomonas mobilis subsp. mobilis ZM4","Zymomonas mobilis subsp. mobilis ZM4"
"3809","zmn","Zymomonas mobilis subsp. mobilis NCIMB 11163","Zymomonas mobilis subsp. mobilis NCIMB 11163"
"3810","zmm","Zymomonas mobilis subsp. mobilis ATCC 10988","Zymomonas mobilis subsp. mobilis ATCC 10988"
"3811","zmb","Zymomonas mobilis subsp. mobilis ATCC 29191","Zymomonas mobilis subsp. mobilis ATCC 29191"
"3812","zmi","Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023","Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023"
"3813","zmc","Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023","Zymomonas mobilis subsp. mobilis CP4 = NRRL B-14023"
"3814","zmr","Zymomonas mobilis subsp. mobilis NRRL B-12526","Zymomonas mobilis subsp. mobilis NRRL B-12526"
"3815","zmp","Zymomonas mobilis subsp. pomaceae ATCC 29192","Zymomonas mobilis subsp. pomaceae ATCC 29192"
"3816","nar","Novosphingobium aromaticivorans","Novosphingobium aromaticivorans"
"3817","npp","Novosphingobium sp. PP1Y","Novosphingobium sp. PP1Y"
"3818","npn","Novosphingobium pentaromativorans","Novosphingobium pentaromativorans"
"3819","nre","Novosphingobium resinovorum","Novosphingobium resinovorum"
"3820","nov","Novosphingobium sp. P6W","Novosphingobium sp. P6W"
"3821","not","Novosphingobium sp. THN1","Novosphingobium sp. THN1"
"3822","nor","Novosphingobium sp. EMRT-2","Novosphingobium sp. EMRT-2"
"3823","ngf","Novosphingobium ginsenosidimutans","Novosphingobium ginsenosidimutans"
"3824","nog","Novosphingobium sp. Gsoil 351","Novosphingobium sp. Gsoil 351"
"3825","ndr","Novosphingobium decolorationis","Novosphingobium decolorationis"
"3826","sal","Sphingopyxis alaskensis","Sphingopyxis alaskensis"
"3827","sphk","Sphingopyxis fribergensis","Sphingopyxis fribergensis"
"3828","sphp","Sphingopyxis sp. 113P3","Sphingopyxis sp. 113P3"
"3829","smag","Sphingopyxis macrogoltabida EY-1","Sphingopyxis macrogoltabida EY-1"
"3830","smaz","Sphingopyxis macrogoltabida 203","Sphingopyxis macrogoltabida 203"
"3831","ster","Sphingopyxis terrae","Sphingopyxis terrae"
"3832","sgi","Sphingopyxis granuli","Sphingopyxis granuli"
"3833","sphq","Sphingopyxis sp. QXT-31","Sphingopyxis sp. QXT-31"
"3834","spho","Sphingopyxis sp. MG","Sphingopyxis sp. MG"
"3835","sphx","Sphingopyxis sp. PAMC25046","Sphingopyxis sp. PAMC25046"
"3836","sphu","Uncultured Sphingopyxis sp. UC10","Uncultured Sphingopyxis sp. UC10"
"3837","swi","Rhizorhabdus wittichii RW1","Rhizorhabdus wittichii RW1"
"3838","sphd","Rhizorhabdus wittichii DC-6","Rhizorhabdus wittichii DC-6"
"3839","rdi","Rhizorhabdus dicambivorans","Rhizorhabdus dicambivorans"
"3840","sphm","Sphingomonas sp. MM-1","Sphingomonas sp. MM-1"
"3841","stax","Sphingomonas taxi","Sphingomonas taxi"
"3842","sphi","Sphingomonas hengshuiensis","Sphingomonas hengshuiensis"
"3843","ssan","Sphingomonas sanxanigenens","Sphingomonas sanxanigenens"
"3844","snj","Sphingomonas sp. NIC1","Sphingomonas sp. NIC1"
"3845","smy","Sphingomonas melonis","Sphingomonas melonis"
"3846","span","Sphingomonas panacis","Sphingomonas panacis"
"3847","skr","Sphingomonas koreensis","Sphingomonas koreensis"
"3848","splm","Sphingomonas sp. LM7","Sphingomonas sp. LM7"
"3849","splk","Sphingomonas sp. LK11","Sphingomonas sp. LK11"
"3850","spkc","Sphingomonas sp. KC8","Sphingomonas sp. KC8"
"3851","sphc","Sphingomonas sp. Cra20","Sphingomonas sp. Cra20"
"3852","sphf","Sphingomonas sp. FARSPH","Sphingomonas sp. FARSPH"
"3853","spha","Sphingomonas paeninsulae","Sphingomonas paeninsulae"
"3854","spau","Sphingomonas paucimobilis","Sphingomonas paucimobilis"
"3855","sech","Sphingomonas echinoides","Sphingomonas echinoides"
"3856","slut","Sphingomonas lutea","Sphingomonas lutea"
"3857","srhi","Sphingomonas rhizophila","Sphingomonas rhizophila"
"3858","slan","Sphingomonas lacunae","Sphingomonas lacunae"
"3859","sdh","Sphingomonas daechungensis","Sphingomonas daechungensis"
"3860","ssed","Sphingomonas sediminicola","Sphingomonas sediminicola"
"3861","spap","Sphingomonas alpina","Sphingomonas alpina"
"3862","sxa","Sphingomonas xanthus","Sphingomonas xanthus"
"3863","spai","Sphingomonas panacisoli","Sphingomonas panacisoli"
"3864","spii","Sphingomonas piscis","Sphingomonas piscis"
"3865","ssin","Sphingomonas sinipercae","Sphingomonas sinipercae"
"3866","ssau","Sphingomonas sabuli","Sphingomonas sabuli"
"3867","sari","Sphingomonas aliaeris","Sphingomonas aliaeris"
"3868","schy","Sphingomonas changnyeongensis","Sphingomonas changnyeongensis"
"3869","ssua","Sphingomonas suaedae","Sphingomonas suaedae"
"3870","sjp","Sphingobium japonicum","Sphingobium japonicum"
"3871","sinb","Sphingobium indicum","Sphingobium indicum"
"3872","sch","Sphingobium chlorophenolicum","Sphingobium chlorophenolicum"
"3873","ssy","Sphingobium sp. SYK-6","Sphingobium sp. SYK-6"
"3874","syb","Sphingobium sp. YBL2","Sphingobium sp. YBL2"
"3875","sbd","Sphingobium baderi","Sphingobium baderi"
"3876","spmi","Sphingobium sp. MI1205","Sphingobium sp. MI1205"
"3877","sphb","Sphingobium sp. EP60837","Sphingobium sp. EP60837"
"3878","sphr","Sphingobium sp. RAC03","Sphingobium sp. RAC03"
"3879","spht","Sphingobium sp. TKS","Sphingobium sp. TKS"
"3880","shyd","Sphingobium xenophagum","Sphingobium xenophagum"
"3881","sya","Sphingobium yanoikuyae","Sphingobium yanoikuyae"
"3882","sclo","Sphingobium cloacae","Sphingobium cloacae"
"3883","spyg","Sphingobium sp. YG1","Sphingobium sp. YG1"
"3884","sufl","Sphingobium fuliginis ATCC 27551","Sphingobium fuliginis ATCC 27551"
"3885","sbar","Sphingobium fuliginis KK22","Sphingobium fuliginis KK22"
"3886","sami","Sphingobium amiense","Sphingobium amiense"
"3887","spph","Sphingobium phenoxybenzoativorans","Sphingobium phenoxybenzoativorans"
"3888","cij","Citromicrobium sp. JL477","Citromicrobium sp. JL477"
"3889","sphg","Sphingorhabdus sp. M41","Sphingorhabdus sp. M41"
"3890","sfla","Sphingorhabdus sp. SMR4y","Sphingorhabdus sp. SMR4y"
"3891","sphy","Sphingorhabdus sp. YGSMI21","Sphingorhabdus sp. YGSMI21"
"3892","sphl","Sphingorhabdus lutea","Sphingorhabdus lutea"
"3893","blas","Blastomonas sp. RAC04","Blastomonas sp. RAC04"
"3894","bfw","Blastomonas fulva","Blastomonas fulva"
"3895","sphj","Tardibacter chloracetimidivorans","Tardibacter chloracetimidivorans"
"3896","spzr","Sphingosinithalassobacter tenebrarum","Sphingosinithalassobacter tenebrarum"
"3897","hgn","Hankyongella ginsenosidimutans","Hankyongella ginsenosidimutans"
"3898","palg","Parasphingopyxis algicola","Parasphingopyxis algicola"
"3899","parj","Parasphingorhabdus sp. JHSY0214","Parasphingorhabdus sp. JHSY0214"
"3900","phao","Parasphingorhabdus halotolerans","Parasphingorhabdus halotolerans"
"3901","smic","Sphingosinicella microcystinivorans","Sphingosinicella microcystinivorans"
"3902","sphs","Sphingosinicella sp. BN140058","Sphingosinicella sp. BN140058"
"3903","sand","Sandaracinobacter sp. M6","Sandaracinobacter sp. M6"
"3904","poq","Polymorphobacter sp. PAMC 29334","Polymorphobacter sp. PAMC 29334"
"3905","aep","Altererythrobacter epoxidivorans","Altererythrobacter epoxidivorans"
"3906","alb","Altererythrobacter sp. B11","Altererythrobacter sp. B11"
"3907","alh","Altererythrobacter sp. BO-6","Altererythrobacter sp. BO-6"
"3908","aay","Croceibacterium atlanticum","Croceibacterium atlanticum"
"3909","amx","Pelagerythrobacter marensis","Pelagerythrobacter marensis"
"3910","anh","Paraurantiacibacter namhicola","Paraurantiacibacter namhicola"
"3911","ado","Tsuneonella dongtanensis","Tsuneonella dongtanensis"
"3912","tfv","Tsuneonella flava","Tsuneonella flava"
"3913","cna","Croceicoccus naphthovorans","Croceicoccus naphthovorans"
"3914","cman","Croceicoccus marinus","Croceicoccus marinus"
"3915","ery","Aurantiacibacter atlanticus","Aurantiacibacter atlanticus"
"3916","egn","Aurantiacibacter gangjinensis","Aurantiacibacter gangjinensis"
"3917","efv","Qipengyuania flava","Qipengyuania flava"
"3918","eli","Erythrobacter litoralis HTCC2594","Erythrobacter litoralis HTCC2594"
"3919","elq","Erythrobacter litoralis DSM 8509","Erythrobacter litoralis DSM 8509"
"3920","erk","Erythrobacter sp. KY5","Erythrobacter sp. KY5"
"3921","err","Erythrobacter aureus","Erythrobacter aureus"
"3922","erf","Erythrobacter sp. THAF29","Erythrobacter sp. THAF29"
"3923","emv","Erythrobacter mangrovi","Erythrobacter mangrovi"
"3924","pns","Erythrobacter neustonensis","Erythrobacter neustonensis"
"3925","porl","Porphyrobacter sp. LM 6","Porphyrobacter sp. LM 6"
"3926","phz","Porphyrobacter sp. HT-58-2","Porphyrobacter sp. HT-58-2"
"3927","pot","Porphyrobacter sp. YT40","Porphyrobacter sp. YT40"
"3928","gox","Gluconobacter oxydans 621H","Gluconobacter oxydans 621H"
"3929","goh","Gluconobacter oxydans H24","Gluconobacter oxydans H24"
"3930","goy","Gluconobacter oxydans DSM 3504","Gluconobacter oxydans DSM 3504"
"3931","gal","Gluconobacter albidus","Gluconobacter albidus"
"3932","gti","Gluconobacter thailandicus","Gluconobacter thailandicus"
"3933","gsp","Gluconobacter sphaericus","Gluconobacter sphaericus"
"3934","gfa","Gluconobacter frateurii","Gluconobacter frateurii"
"3935","gbe","Granulibacter bethesdensis CGDNIH1","Granulibacter bethesdensis CGDNIH1"
"3936","gbh","Granulibacter bethesdensis CGDNIH2","Granulibacter bethesdensis CGDNIH2"
"3937","gbc","Granulibacter bethesdensis NIH3.1","Granulibacter bethesdensis NIH3.1"
"3938","gbs","Granulibacter bethesdensis CGDNIH4","Granulibacter bethesdensis CGDNIH4"
"3939","acr","Acidiphilium cryptum","Acidiphilium cryptum"
"3940","amv","Acidiphilium multivorum","Acidiphilium multivorum"
"3941","gdi","Gluconacetobacter diazotrophicus PA1 5","Brazil"
"3942","gdj","Gluconacetobacter diazotrophicus PA1 5","JGI"
"3943","gxy","Komagataeibacter medellinensis","Komagataeibacter medellinensis"
"3944","gxl","Komagataeibacter xylinus","Komagataeibacter xylinus"
"3945","kna","Komagataeibacter nataicola","Komagataeibacter nataicola"
"3946","keu","Komagataeibacter europaeus","Komagataeibacter europaeus"
"3947","ksc","Komagataeibacter saccharivorans","Komagataeibacter saccharivorans"
"3948","kre","Komagataeibacter rhaeticus","Komagataeibacter rhaeticus"
"3949","apt","Acetobacter pasteurianus IFO 3283-01","Acetobacter pasteurianus IFO 3283-01"
"3950","apw","Acetobacter pasteurianus IFO 3283-01-42C","Acetobacter pasteurianus IFO 3283-01-42C"
"3951","apf","Acetobacter pasteurianus IFO 3283-03","Acetobacter pasteurianus IFO 3283-03"
"3952","apu","Acetobacter pasteurianus IFO 3283-07","Acetobacter pasteurianus IFO 3283-07"
"3953","apg","Acetobacter pasteurianus IFO 3283-12","Acetobacter pasteurianus IFO 3283-12"
"3954","apq","Acetobacter pasteurianus IFO 3283-22","Acetobacter pasteurianus IFO 3283-22"
"3955","apx","Acetobacter pasteurianus IFO 3283-26","Acetobacter pasteurianus IFO 3283-26"
"3956","apz","Acetobacter pasteurianus IFO 3283-32","Acetobacter pasteurianus IFO 3283-32"
"3957","apk","Acetobacter pasteurianus 386B","Acetobacter pasteurianus 386B"
"3958","asz","Acetobacter senegalensis","Acetobacter senegalensis"
"3959","asv","Acetobacter oryzifermentans","Acetobacter oryzifermentans"
"3960","aace","Acetobacter aceti","Acetobacter aceti"
"3961","aper","Acetobacter persici","Acetobacter persici"
"3962","apom","Acetobacter pomorum","Acetobacter pomorum"
"3963","ato","Acetobacter tropicalis","Acetobacter tropicalis"
"3964","aasc","Acetobacter ascendens","Acetobacter ascendens"
"3965","acet","Acetobacter sp. JWB","Acetobacter sp. JWB"
"3966","aot","Acetobacter orientalis","Acetobacter orientalis"
"3967","aoy","Acetobacter oryzoeni","Acetobacter oryzoeni"
"3968","acek","Acetobacter sp. KACC 21233","Acetobacter sp. KACC 21233"
"3969","abg","Asaia bogorensis","Asaia bogorensis"
"3970","kba","Kozakia baliensis","Kozakia baliensis"
"3971","rgi","Roseomonas gilardii","Roseomonas gilardii"
"3972","ros","Roseomonas sp. FDAARGOS_362","Roseomonas sp. FDAARGOS_362"
"3973","rmuc","Roseomonas mucosa","Roseomonas mucosa"
"3974","rmt","Roseomonas marmotae","Roseomonas marmotae"
"3975","nch","Neoasaia chiangmaiensis","Neoasaia chiangmaiensis"
"3976","coq","Commensalibacter sp. AMU001","Commensalibacter sp. AMU001"
"3977","comm","Commensalibacter sp. ESL0284","Commensalibacter sp. ESL0284"
"3978","ntn","Neokomagataea tanensis","Neokomagataea tanensis"
"3979","neh","Oecophyllibacter saccharovorans","Oecophyllibacter saccharovorans"
"3980","ssam","Swingsia samuiensis","Swingsia samuiensis"
"3981","swf","Swingsia sp. F3b2","Swingsia sp. F3b2"
"3982","bob","Bombella sp. ESL0368","Bombella sp. ESL0368"
"3983","bomb","Bombella sp. KACC 21507","Bombella sp. KACC 21507"
"3984","ebla","Entomobacter blattae","Entomobacter blattae"
"3985","lck","Lichenicola cladoniae","Lichenicola cladoniae"
"3986","kha","Novacetimonas hansenii","Novacetimonas hansenii"
"3987","parz","Parasaccharibacter sp. TMW 2.1888","Parasaccharibacter sp. TMW 2.1888"
"3988","srf","Sediminicoccus rosea","Sediminicoccus rosea"
"3989","rap","Rhodovastum atsumiense","Rhodovastum atsumiense"
"3990","shum","Stella humosa","Stella humosa"
"3991","svc","Stella vacuolata","Stella vacuolata"
"3992","stel","Stella sp. ATCC 35155","Stella sp. ATCC 35155"
"3993","azl","Azospirillum sp. B510","Azospirillum sp. B510"
"3994","ali","Azospirillum lipoferum","Azospirillum lipoferum"
"3995","abs","Azospirillum baldaniorum Sp245","Azospirillum baldaniorum Sp245"
"3996","abq","Azospirillum brasilense Az39","Azospirillum brasilense Az39"
"3997","abf","Azospirillum brasilense Sp7","Azospirillum brasilense Sp7"
"3998","ati","Azospirillum thiophilum","Azospirillum thiophilum"
"3999","ahu","Azospirillum humicireducens","Azospirillum humicireducens"
"4000","azt","Azospirillum sp. TSH58","Azospirillum sp. TSH58"
"4001","azm","Azospirillum ramasamyi","Azospirillum ramasamyi"
"4002","azz","Azospirillum thermophilum","Azospirillum thermophilum"
"4003","aoz","Azospirillum oryzae","Azospirillum oryzae"
"4004","nao","Nitrospirillum amazonense","Nitrospirillum amazonense"
"4005","ncb","Niveispirillum cyanobacteriorum","Niveispirillum cyanobacteriorum"
"4006","skt","Skermanella sp. TT6","Skermanella sp. TT6"
"4007","smuc","Skermanella mucosa","Skermanella mucosa"
"4008","sroe","Skermanella rosea","Skermanella rosea"
"4009","rru","Rhodospirillum rubrum ATCC 11170","Rhodospirillum rubrum ATCC 11170"
"4010","rrf","Rhodospirillum rubrum F11","Rhodospirillum rubrum F11"
"4011","rce","Rhodospirillum centenum","Rhodospirillum centenum"
"4012","rpm","Pararhodospirillum photometricum","Pararhodospirillum photometricum"
"4013","mag","Magnetospirillum magneticum","Magnetospirillum magneticum"
"4014","mgy","Magnetospirillum gryphiswaldense MSR-1 v2","Magnetospirillum gryphiswaldense MSR-1 v2"
"4015","mgry","Magnetospirillum gryphiswaldense MSR-1","Magnetospirillum gryphiswaldense MSR-1"
"4016","magx","Magnetospirillum sp. XM-1","Magnetospirillum sp. XM-1"
"4017","magn","Magnetospirillum sp. ME-1","Magnetospirillum sp. ME-1"
"4018","tmo","Tistrella mobilis","Tistrella mobilis"
"4019","thal","Candidatus Endolissoclinum faulkneri L2","Candidatus Endolissoclinum faulkneri L2"
"4020","efk","Candidatus Endolissoclinum faulkneri L5","Candidatus Endolissoclinum faulkneri L5"
"4021","hjo","Haematospirillum jordaniae","Haematospirillum jordaniae"
"4022","fer","Ferrovibrio terrae","Ferrovibrio terrae"
"4023","htq","Hypericibacter terrae","Hypericibacter terrae"
"4024","hadh","Hypericibacter adhaerens","Hypericibacter adhaerens"
"4025","dex","Defluviicoccus sp. SSA4","Defluviicoccus sp. SSA4"
"4026","dvn","Defluviicoccus vanus","Defluviicoccus vanus"
