Total protein number combining all batches: 1248
  In any 2 batche(s): 606
  In any 1 batche(s): 642
Batch-specific protein numbers:
  batch1: 311
  batch2: 331

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
SJPG0100032.001	sp|P62805|H4_HUMAN	Histone H4 OS=Homo sapiens OX=9606 GN=H4C1 PE=1 SV=2	H4C1	-	-	O	-	O	batch1	1	1	1	10.68	261889.136203995	73788.3248609029	56159.1285045356	88560.3648425023	164631.630400387	77483.7308201153	77832.9114674856	83653.1821660245	89116.1152699852	79721.3635593782	batch2	1	1	1	10.68	250651.542168671	62267.0950150971	118376.694404555	115081.198099999	171930.326313557	115985.529146555	74402.9122900378	127632.019043189	69537.2989483357	74204.4577546822
SJPG0113114.001	sp|Q92466|DDB2_HUMAN	DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1	DDB2	-	-	O	-	-	batch1	4	1	0	2.81	319246.066290613	360904.203846322	402294.20190383	370247.706277467	376421.307405508	245921.431820746	420678.685098254	314829.455537376	433705.179660668	241090.234613631	batch2	4	1	0	2.81	243443.307685425	241619.804280127	356820.824264237	277860.464130777	281654.683734875	311294.668572983	191344.104466253	283616.947662099	188073.702822917	205719.850836953
SJPG0102169.001	sp|Q8IXM2|BAP18_HUMAN	Chromatin complexes subunit BAP18 OS=Homo sapiens OX=9606 GN=BAP18 PE=1 SV=1	BAP18	-	-	O	-	-	batch1	7	1	0	9.30	747543.095443465	845946.382805857	911294.60800862	912932.477090508	627861.215169279	914810.705286874	778807.109591335	989726.585539824	889351.663330904	870371.500776009	batch2	7	1	0	9.30	570844.419519549	562241.266373713	362086.976098473	444452.990727053	464006.807562273	332374.543100717	632389.446536081	434454.749890189	692284.636700173	593986.023198258
SJPG0108269.001	sp|Q14684|RRP1B_HUMAN	Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3	RRP1B	-	-	-	-	-	batch1	1	1	0	1.45	274590.187238573	369905.97103574	350947.954603472	353204.867381346	254529.13819768	420707.119481369	282359.42786458	281706.7145029	313683.729593404	406841.112567599	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101244.001	sp|Q92530|PSMF1_HUMAN	Proteasome inhibitor PI31 subunit OS=Homo sapiens OX=9606 GN=PSMF1 PE=1 SV=2	PSMF1	-	-	-	-	-	batch1	1	1	0	2.95	467824.062100604	599411.804823223	465940.636152506	494360.330872419	345451.270686063	735294.367095807	397189.085211288	468299.820656978	452888.554921912	646306.608116391	batch2	1	1	0	2.95	173615.815503584	256556.101882536	134234.039511903	128304.055581934	135173.400022015	124068.238464617	126170.444713915	120775.340482482	218113.478221281	292477.326052905
SJPG0112545.001	sp|Q8NHQ1|CEP70_HUMAN	Centrosomal protein of 70 kDa OS=Homo sapiens OX=9606 GN=CEP70 PE=1 SV=2	CEP70	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	2.01	232861.161215941	267703.049128655	261145.183391312	241153.801995215	234905.332274638	236825.32457871	227465.042915709	229697.491805348	253505.044346137	257708.707639899
SJPG0100856.001	sp|Q9H3N1|TMX1_HUMAN	Thioredoxin-related transmembrane protein 1 OS=Homo sapiens OX=9606 GN=TMX1 PE=1 SV=1	TMX1	-	-	-	-	-	batch1	13	2	2	7.50	181439.588556757	273872.146950918	332307.362215099	327617.967542117	189698.322638012	322483.429873095	344920.799616046	332914.680346482	323222.976144656	335827.779574585	batch2	14	2	2	7.50	140855.009091625	213282.785805721	165201.439925998	166179.990661604	148199.297277023	172861.759915898	173551.220028175	166482.499161988	229540.884487257	230459.69954851
SJPG0105899.001	sp|Q96EV2|RBM33_HUMAN	RNA-binding protein 33 OS=Homo sapiens OX=9606 GN=RBM33 PE=1 SV=3	RBM33	-	-	-	-	-	batch1	1	1	1	0.94	206485.914189151	272549.757885934	190611.973967882	249914.147987829	240280.730684572	246381.344484147	216435.106680474	249875.140178904	219446.534167395	253208.67671763	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0121786.001	tr|A0A126LAY8|A0A126LAY8_HUMAN	Transactivator OS=Homo sapiens OX=9606 GN=U42 PE=4 SV=1	U42	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	1.36	159505.120050157	151924.670933531	148591.3630475	150034.186687442	142270.98157793	154975.720108668	131310.311122087	152166.848714145	141804.203143615	147433.825668753
SJPG0105700.001	sp|Q96MU7|YTDC1_HUMAN	YTH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=YTHDC1 PE=1 SV=3	YTHDC1	-	-	-	-	-	batch1	1	1	0	1.51	145418.260328753	145813.306311793	129081.505183047	149257.639465177	171223.357229684	137955.491031503	151801.304610142	153406.209795357	133083.125532426	152804.808458351	batch2	2	2	0	1.51	142314.266031335	129454.356705234	146949.985915715	158822.876276874	150416.177389477	145354.503594652	151636.187569556	135008.284961174	145030.883293636	140770.457264937
SJPG0106221.001	sp|Q15648|MED1_HUMAN	Mediator of RNA polymerase II transcription subunit 1 OS=Homo sapiens OX=9606 GN=MED1 PE=1 SV=4	MED1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	0.89	112590.374342159	129806.840829574	98523.2746664637	116295.190055914	105777.768201347	95004.513073645	93687.2233325456	99966.4813421641	114192.232908291	135616.465498771
SJPG0106162.001	sp|Q9H2H9|S38A1_HUMAN	Sodium-coupled neutral amino acid transporter 1 OS=Homo sapiens OX=9606 GN=SLC38A1 PE=1 SV=1	SLC38A1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.85	204316.905390903	375705.476622382	137297.256663286	142153.811713516	142841.831832942	138999.847013617	133378.882172488	145283.328271292	616046.057805724	613549.164862941
SJPG0106097.001	sp|Q15139|KPCD1_HUMAN	Serine/threonine-protein kinase D1 OS=Homo sapiens OX=9606 GN=PRKD1 PE=1 SV=2	PRKD1	-	-	-	O	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.54	144600.413728489	114193.31793602	138150.870485474	137696.749534538	138296.239407895	141530.151199197	123041.724217681	123380.753608325	135257.072415133	127917.501549102
SJPG0106698.001	sp|Q8TDW7|FAT3_HUMAN	Protocadherin Fat 3 OS=Homo sapiens OX=9606 GN=FAT3 PE=2 SV=3	FAT3	-	-	-	-	-	batch1	1	1	0	0.15	2186150.23048668	2890060.80796549	2322468.72779444	3232937.34852713	1793198.33815456	2686933.89394894	2533752.94652644	2558424.97453544	2526699.55985403	2753340.23522781	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0106307.001	sp|Q9NZ63|TLS1_HUMAN	Telomere length and silencing protein 1 homolog OS=Homo sapiens OX=9606 GN=C9orf78 PE=1 SV=1	C9orf78	-	-	-	-	-	batch1	3	2	2	5.88	283129.287544039	244303.025603273	230619.256202271	244016.344356093	275351.768501193	237537.882044346	247011.072988482	238972.008322372	237774.574808334	232215.43006109	batch2	2	1	1	5.54	200659.131950823	195754.314914696	145576.259254509	180440.355774971	179931.718924741	176528.002676173	136971.25414093	192862.296700378	153540.778755566	197204.486947935
SJPG0169813.001	cu|R3HCC1L_99967919_762aa|ribo		NA	-	-	-	-	-	batch1	1	1	1	1.31	180257.290378627	211077.864277606	165548.923315038	220183.379603254	189928.886622673	217955.154111761	169525.076066169	204845.717933738	223269.137966105	218780.743571272	batch2	1	1	0	1.44	367615.819219942	434052.123767808	462296.832437528	597575.232067375	424419.474858455	651640.449037799	413901.406988335	545332.49689652	269712.361850923	327260.577812084
SJPG0100535.001	sp|Q13595|TRA2A_HUMAN	Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1	TRA2A	-	-	-	-	-	batch1	8	6	0	10.99	445962.913879812	443134.987289321	358537.608806198	406832.478433015	382961.245052285	326200.025853908	357284.673571623	364586.006816262	383160.558576276	363931.202321589	batch2	7	6	0	6.03	333643.546250471	258339.625314551	350161.660267031	253036.3288876	326891.784680398	256983.058596257	280535.418384419	257111.854558467	225018.763717553	237034.144919385
SJPG0108939.001	sp|Q6KC79|NIPBL_HUMAN	Nipped-B-like protein OS=Homo sapiens OX=9606 GN=NIPBL PE=1 SV=2	NIPBL	-	-	O	-	-	batch1	1	1	0	0.43	144045.927004312	152353.604732912	127448.170431719	167484.852303928	152357.562470107	156810.068028582	138025.182656103	146136.780590639	143830.203882739	175605.237452151	batch2	1	1	0	0.43	111652.92384394	89243.4075948968	109406.240188949	121197.576733403	103464.291746146	108146.185740467	102470.710253986	98718.5891119402	111172.31604391	98217.7045860262
SJPG0104199.001	sp|P50479|PDLI4_HUMAN	PDZ and LIM domain protein 4 OS=Homo sapiens OX=9606 GN=PDLIM4 PE=1 SV=2	PDLIM4	-	-	-	-	-	batch1	1	1	0	4.85	356157.835129095	247875.13321733	281040.887530753	239803.917876605	366728.539160892	233272.474675958	268537.591627922	316659.878729966	266811.305212724	214814.568294549	batch2	12	6	0	12.42	281004.676480027	187103.610538732	274745.419654155	235426.578426238	254459.353045495	271900.518369122	214498.235119543	264665.269377104	174929.842187404	173942.264925218
SJPG0100390.001	sp|Q9NX63|MIC19_HUMAN	MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1	CHCHD3	-	-	-	-	-	batch1	1	1	0	6.61	224599.456389568	207703.993003789	198887.157025298	210504.830947548	279782.84429174	254737.868979765	181617.339455383	240545.127082545	209885.252561788	236842.383252194	batch2	3	3	0	6.61	210982.065425861	219263.276782308	259708.13862097	263506.137400474	256354.889665354	266295.071495964	245453.100206634	286095.560462463	274966.293155644	230090.511305578
SJPG0110889.001	sp|Q7Z6E9|RBBP6_HUMAN	E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens OX=9606 GN=RBBP6 PE=1 SV=1	RBBP6	-	-	-	-	-	batch1	2	1	0	1.51	121093.475291581	173277.161252161	148728.043313532	162372.080346727	102178.87881789	173699.720450983	155191.033412623	132290.582442697	148237.299429712	153325.394807107	batch2	3	1	0	1.51	180587.013187473	284229.538132277	202306.54093211	174341.361943487	183894.732982003	176621.90754104	156474.925419223	181098.339340138	251847.148821878	261926.176155207
SJPG0119255.001	sp|C9JH25|PRRT4_HUMAN	Proline-rich transmembrane protein 4 OS=Homo sapiens OX=9606 GN=PRRT4 PE=2 SV=1	PRRT4	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	3	2	0	6.12	124847.27817144	67227.4733834484	103997.955078046	101459.357434953	124158.033358841	96681.1904870555	113512.863390538	111435.517638573	107022.881650117	89893.1551742855
SJPG0108219.001	sp|Q5T7V8|GORAB_HUMAN	RAB6-interacting golgin OS=Homo sapiens OX=9606 GN=GORAB PE=1 SV=1	GORAB	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.78	381644.462342651	419423.708613826	286055.370202353	359755.260739226	313409.958055674	349442.042663334	277938.845751842	341544.44182866	441817.038281397	406939.995996068
SJPG0110318.001	sp|O96006|ZBED1_HUMAN	E3 SUMO-protein ligase ZBED1 OS=Homo sapiens OX=9606 GN=ZBED1 PE=1 SV=1	ZBED1	-	-	-	-	-	batch1	3	1	1	1.30	445989.50385978	267186.356641642	424623.875296507	266029.089304733	477360.707329287	196757.94076321	411716.168938733	262914.914529304	436243.856601259	189637.738050388	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101782.001	sp|Q3KQU3|MA7D1_HUMAN	MAP7 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAP7D1 PE=1 SV=1	MAP7D1	-	-	-	-	-	batch1	1	1	0	2.26	172431.58795002	97758.1080789836	117635.092847771	95478.3781646059	178819.37640978	106272.310478634	158704.013819647	81038.4626306168	122445.728560692	93452.5172985622	batch2	1	1	0	2.26	143938.640198867	89688.5225320902	136817.418847454	140899.259852622	120346.260745667	175776.36813386	96841.0661964345	148387.066774397	85539.3803731445	93282.513156662
SJPG0100160.001	sp|P08621|RU17_HUMAN	U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	SNRNP70	-	-	-	-	-	batch1	1	1	0	2.97	265492.766055429	257613.487913746	206054.665949629	219367.219429645	210186.406589219	212879.504474306	194693.590489129	202093.068546167	225700.503323935	185844.013943907	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102143.001	sp|Q9BVG4|PBDC1_HUMAN	Protein PBDC1 OS=Homo sapiens OX=9606 GN=PBDC1 PE=1 SV=1	PBDC1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	4.72	160781.175262299	244012.742258632	161689.561055902	166336.268000174	157228.082519127	166783.409482451	139512.429559147	158965.029477342	221627.171224476	260333.69665686
SJPG0110022.001	sp|P17029|ZKSC1_HUMAN	Zinc finger protein with KRAB and SCAN domains 1 OS=Homo sapiens OX=9606 GN=ZKSCAN1 PE=1 SV=3	ZKSCAN1	-	-	-	-	-	batch1	2	1	0	2.31	194243.557791957	78464.4376213302	64013.0237020597	81152.3771685153	230217.206422391	58070.8935790736	94586.321084522	84223.1255633562	91359.0546328999	68207.5446856398	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0119110.001	sp|E7EU14|PP5D1_HUMAN	Protein PPP5D1 OS=Homo sapiens OX=9606 GN=PPP5D1 PE=2 SV=2	PPP5D1	-	-	-	-	-	batch1	2	1	0	12.28	166015.163258236	202687.945214	224630.638928928	216064.61779687	170814.361803617	178210.614706246	239983.369293149	192394.207866441	224277.065199093	204379.289850129	batch2	1	1	0	12.28	98710.5571710121	132309.806286593	75107.5546177868	57360.2277588036	76539.358934628	72336.2235030893	68514.0954698156	56443.2264836996	92267.2813466857	102314.649169171
SJPG0107351.001	sp|Q96G01|BICD1_HUMAN	Protein bicaudal D homolog 1 OS=Homo sapiens OX=9606 GN=BICD1 PE=1 SV=3	BICD1	-	-	-	-	-	batch1	1	1	0	0.72	889664.009260531	1159781.35596424	906904.049911241	931632.577987582	962725.80008207	1140380.4716102	656812.784970344	938849.156205107	1035169.32250054	1202238.31862919	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0100438.001	sp|Q07955|SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 OS=Homo sapiens OX=9606 GN=SRSF1 PE=1 SV=2	SRSF1	-	-	-	-	-	batch1	4	3	0	7.26	250053.038647012	239755.509147002	223826.153563697	212381.05972347	239202.858267356	232407.698059397	224561.88066837	223551.70893886	228160.033146916	196754.663143746	batch2	2	2	0	7.26	123610.547276818	164971.192604491	125316.340053724	98212.9470301635	88581.6757563356	122603.76809901	125749.043674274	96318.9120834692	105400.232014088	137804.744567535
SJPG0102285.001	sp|P49756|RBM25_HUMAN	RNA-binding protein 25 OS=Homo sapiens OX=9606 GN=RBM25 PE=1 SV=3	RBM25	-	-	-	-	-	batch1	3	2	2	1.66	483731.619815846	448025.467842391	521391.678376209	384714.428494934	530753.92978778	451838.139615046	466795.906409684	405423.788758842	475750.125670038	454380.013350323	batch2	3	2	2	1.66	160935.868054378	196775.240808033	188497.507830756	154758.796274059	171599.817342947	170446.363205042	198298.783932754	140280.301873336	180755.370090762	159021.880150481
SJPG0110442.001	sp|O60303|KATIP_HUMAN	Katanin-interacting protein OS=Homo sapiens OX=9606 GN=KATNIP PE=1 SV=4	KATNIP	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	2	2	0.99	348529.797383797	225830.744494205	383078.45336028	360638.009032479	341713.033351117	434186.237199556	231743.260947204	373973.428922278	166029.859510412	194824.659498626
SJPG0100086.001	sp|Q16555|DPYL2_HUMAN	Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1	DPYSL2	-	-	-	-	-	batch1	2	1	0	1.57	3236889.96875773	899313.14400722	854360.968876291	844970.240185586	2636091.38621645	794803.840413281	624276.012982336	749036.695558009	854434.424548081	826449.638373553	batch2	5	2	0	4.20	1049574.17967328	182577.314934817	628164.363791612	1061081.33895767	1040220.55372364	638742.127644306	789133.103758525	891045.561602634	194294.184221595	148918.322516563
SJPG0108949.001	sp|O95800|GPR75_HUMAN	Probable G-protein coupled receptor 75 OS=Homo sapiens OX=9606 GN=GPR75 PE=1 SV=1	GPR75	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	2.41	153375.653757398	98509.3943705399	148676.968713873	139262.047614315	134913.034406495	151563.045390355	104925.060671528	134742.163746457	79890.5723854042	103728.580336652
SJPG0104665.001	sp|Q92878|RAD50_HUMAN	DNA repair protein RAD50 OS=Homo sapiens OX=9606 GN=RAD50 PE=1 SV=1	RAD50	-	-	-	-	-	batch1	1	1	0	0.61	328502.865038652	286690.320999156	250541.480941958	268221.058922191	330608.326753789	270661.955812279	226663.505372703	248207.380357523	253342.582317726	253806.632339344	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0118686.001	sp|P00439|PH4H_HUMAN	Phenylalanine-4-hydroxylase OS=Homo sapiens OX=9606 GN=PAH PE=1 SV=1	PAH	-	-	-	-	-	batch1	4	2	0	2.43	4892794.46916384	2437401.53009144	2314134.00339161	2552511.26997823	9803401.16549609	3413380.95284032	2077270.63077114	2352831.33857965	3284311.60972512	2544268.52563329	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101596.001	sp|P19338|NUCL_HUMAN	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	NCL	-	-	-	-	-	batch1	54	9	0	3.38	19663963.6609191	15580428.7414995	14298740.9750212	15518424.0584482	8685369.18358227	22296975.7162205	12721118.6671175	15380963.8061539	13874317.3695388	21745107.4119466	batch2	42	7	0	1.27	16320854.2200657	12498198.875534	5771896.53308286	7247964.54536719	8994781.1621662	5343084.14332735	14040568.919574	5779771.11764923	18649377.150088	18016577.1929585
SJPG0111709.001	sp|O43683|BUB1_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 OS=Homo sapiens OX=9606 GN=BUB1 PE=1 SV=1	BUB1	-	-	O	O	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.29	134828.641331555	211712.943239847	137686.751824256	127970.326304611	121356.180187838	104230.4480219	75061.5017598169	130901.10317562	306618.508750475	289702.493691999
SJPG0110415.001	sp|Q9UKX3|MYH13_HUMAN	Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2	MYH13	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	0.77	134872.255865457	92327.5025889476	200085.189373642	125275.902255283	146393.517572572	148629.916345533	133001.621621166	124089.64735115	121580.334713736	109713.788580545
SJPG0105164.001	sp|Q14978|NOLC1_HUMAN	Nucleolar and coiled-body phosphoprotein 1 OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=2	NOLC1	-	-	-	-	-	batch1	1	1	0	1.72	210051.555302875	265681.258451467	181692.229677174	273100.231984948	263197.224196249	252412.692496689	189532.103895839	274270.565075315	211414.255518771	241055.848955152	batch2	6	3	0	4.01	605500.500857278	423217.346916218	543107.820714524	649877.186319383	685666.655459723	551305.08692177	526025.885909966	697374.704112476	614414.318122496	529817.099107671
SJPG0109696.001	sp|Q6XZF7|DNMBP_HUMAN	Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1	DNMBP	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	0.51	243183.302502935	517452.777259785	271878.073471365	115842.870327576	201388.209862152	157347.907338938	224465.280289457	139019.249904904	245137.688080542	287716.186611936
SJPG0100507.001	sp|P10412|H14_HUMAN	Histone H1.4 OS=Homo sapiens OX=9606 GN=H1-4 PE=1 SV=2	H1-4	-	-	O	-	O	batch1	4	3	1	13.70	252351.50455813	142180.547300735	85507.1399898338	108899.415025752	159831.495775739	142242.703169297	92651.7108921792	120027.526323416	138367.867748914	100136.280578307	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102817.001	sp|Q9UMZ2|SYNRG_HUMAN	Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2	SYNRG	-	-	-	-	-	batch1	1	1	0	1.14	175358.57358961	96948.792885312	101027.164846968	82367.892375583	168922.414052994	86857.1283474258	93387.2010429182	108814.479247882	95480.5852581287	82428.9555152044	batch2	2	1	0	1.14	113715.71734226	85192.1603770751	116638.389566658	108629.29699584	124774.285560529	97367.4037628679	105488.5233647	119153.986861423	71456.3957808427	84973.4128989905
SJPG0105460.001	sp|P49916|DNLI3_HUMAN	DNA ligase 3 OS=Homo sapiens OX=9606 GN=LIG3 PE=1 SV=2	LIG3	-	-	-	-	-	batch1	1	1	0	1.19	244495.763000331	225673.73064076	209563.433091144	206404.552739393	144956.165614433	223880.567042242	184649.032030218	217700.925129311	217886.102776366	222913.66684533	batch2	2	1	0	1.19	417223.212236916	273657.110707238	164857.289343417	183042.70555543	219916.869248632	146639.352666133	425504.450121234	162100.989180015	332914.139689084	325644.653448143
SJPG0122103.118	tr|A0A5C2GXM4|A0A5C2GXM4_HUMAN	IG c450_light_IGLV1-44_IGLJ3 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1	NA	-	-	-	-	-	batch1	1	1	1	7.27	666544.238348137	481916.037283378	491639.85505408	374160.497817422	631618.223784441	339783.403667561	527504.873612705	384907.740574658	412156.822366464	392307.069468538	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101923.001	sp|P53367|ARFP1_HUMAN	Arfaptin-1 OS=Homo sapiens OX=9606 GN=ARFIP1 PE=1 SV=2	ARFIP1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	2.14	465140.725451723	174676.964100174	293172.429877733	474284.572489218	471541.811422277	377509.47972065	250899.925402422	452552.856559484	152034.139450376	177149.910182351
SJPG0109271.001	sp|Q8NCT3|K0895_HUMAN	Uncharacterized protein KIAA0895 OS=Homo sapiens OX=9606 GN=KIAA0895 PE=2 SV=4	KIAA0895	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	1.54	14159681.6379993	11166455.8408592	20718089.0116622	16526093.7833685	17210228.5026568	17330447.3065861	16198879.1530109	16538487.0994081	11961636.8578505	8431681.04149698
SJPG0151597.001	cu|PCDHB3_K41T|snp	PCDHB3|uc003lio.3|K41T|chr5:140480355-140480355.A_C	NA	-	-	-	-	-	batch1	1	1	1	26.23	47078.5005157549	50862.9471637844	42251.1437135141	42560.0550449914	37277.1538848143	37871.7192111977	42402.7006587143	42737.5860666862	45515.9693109842	37342.5443139809	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102719.001	sp|P22059|OSBP1_HUMAN	Oxysterol-binding protein 1 OS=Homo sapiens OX=9606 GN=OSBP PE=1 SV=1	OSBP	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	3	2	2	3.47	140189.996658845	119766.799445467	113680.525967145	112209.217968405	129055.078319986	102537.699427265	97297.9070834643	101545.44377076	129667.713522445	123095.198874245
SJPG0109135.003	sp|Q9Y2G2-3|CARD8_HUMAN	Isoform 3 of Caspase recruitment domain-containing protein 8 OS=Homo sapiens OX=9606 GN=CARD8	CARD8	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	2.04	183077.717221189	261466.799583599	182943.238839151	191875.337261231	169986.218822432	192085.369086629	217727.18636647	190807.579797951	216812.909868497	219547.379729917
